Product_Code,W0,W1,W2,W3,W4,W5,W6,W7,W8,W9,W10,W11,W12,W13,W14,W15,W16,W17,W18,W19,W20,W21,W22,W23,W24,W25,W26,W27,W28,W29,W30,W31,W32,W33,W34,W35,W36,W37,W38,W39,W40,W41,W42,W43,W44,W45,W46,W47,W48,W49,W50,sax,as,group
P315,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,9,Group: 29
P562,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,6,Group: 29
P377,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,0,Group: 29
P348,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,1,Group: 29
P434,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,9,Group: 29
P718,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,2,Group: 29
P698,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,3,Group: 29
P127,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,0,Group: 29
P159,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,7,Group: 29
P605,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,4,Group: 29
P318,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,7,Group: 29
P296,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,7,Group: 29
P803,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,9,Group: 29
P425,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,0,Group: 29
P743,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,3,Group: 29
P673,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,7,Group: 29
P588,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,4,Group: 29
P790,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,3,Group: 29
P778,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,1,Group: 29
P222,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,2,Group: 29
P238,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,0,Group: 29
P339,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,2,Group: 29
P776,[0|7],[0|7],[0|9],[0|9],[0|9],[0|8],[0|6],[0|8],[0|8],[0|9],[0|4],[0|8],[0|7],[0|6],[0|8],[0|7],[0|6],[0|6],[0|6],[0|9],[0|8],[0|10],[0|8],[0|13],[0|11],[0|10],[0|5],[0|6],[0|4],[0|7],[0|6],[0|8],[0|5],[0|8],[0|4],[0|8],[0|10],[0|6],[0|7],[0|8],[0|6],[0|5],[0|7],[0|7],[0|5],[0|9],[0|8],[0|7],[0|9],[0|10],[0|9],aaaaaa,0,Group: 29
P527,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,11,Group: 30
P100,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,21,Group: 30
P524,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,12,Group: 30
P328,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,5,Group: 30
P737,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,3,Group: 30
P600,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,6,Group: 30
P443,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,0,Group: 30
P160,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,11,Group: 30
P531,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,6,Group: 30
P287,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,1,Group: 30
P117,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,2,Group: 30
P674,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,20,Group: 30
P764,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,12,Group: 30
P357,[0|14],[0|18],[0|11],[0|14],[0|14],[0|16],[0|15],[0|17],[0|11],[0|17],[0|13],[0|20],[0|22],[0|16],[0|16],[0|14],[0|11],[0|19],[0|16],[0|13],[0|10],[0|17],[0|15],[1|15],[0|29],[1|15],[0|8],[0|10],[0|10],[0|11],[0|11],[0|15],[0|10],[0|14],[0|12],[0|11],[0|12],[0|12],[1|13],[0|12],[1|13],[0|17],[0|13],[0|16],[0|11],[1|19],[0|17],[0|16],[0|15],[1|11],[0|23],aaaaaa,2,Group: 30
P119,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,19,Group: 31
P177,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,28,Group: 31
P28,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,25,Group: 31
P56,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],aaaaaa,19,Group: 31
P491,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],aaaaaa,21,Group: 31
P405,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],aaaaaa,31,Group: 31
P519,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,21,Group: 31
P78,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,20,Group: 31
P406,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],aaaaaa,24,Group: 31
P200,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],aaaaaa,26,Group: 31
P554,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,16,Group: 31
P143,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],bbbaaa,24,Group: 31
P640,[6|39],[11|40],[15|46],[11|48],[10|45],[14|41],[11|42],[11|47],[12|49],[10|49],[8|48],[11|44],[11|45],[6|44],[8|45],[15|47],[14|44],[10|43],[10|52],[16|56],[10|48],[16|41],[11|43],[15|41],[16|35],[18|35],[6|38],[5|30],[5|36],[5|36],[7|48],[6|36],[9|41],[7|41],[12|34],[8|33],[4|37],[8|43],[9|38],[13|35],[8|36],[12|35],[13|34],[9|40],[10|43],[11|38],[13|36],[7|41],[11|43],[7|33],[16|35],aaaaaa,18,Group: 31
